GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
9	rs7543550	1	170372503	rs10919388	2016-02-04	25673412	Shungin D	2015-02-12	Nature	www.ncbi.nlm.nih.gov/pubmed/25673412	New genetic loci link adipose and insulin biology to body fat distribution.	Waist-to-hip ratio adjusted for body mass index	up to 56,910 European ancestry men, up to 86,570 European ancestry women	up to 36,570 European ancestry men, 30,172 European ancestry women, 915 Filipino ancestry men, 735 Filipino ancestry women, 2,351 African American/Afro-Caribbean ancestry men, 6,258 African American/Afro-Caribbean ancestry women, 2,285 South Asian ancestry men, 506 South Asian ancestry women, 195 Seychellois ancestry men, 266 Seychellois ancestry women	1q24.2	GORAB	HAUS4P1 - LOC101928650	100129402	101928650		32965	57955	rs10919388-C	rs10919388	0	10919388	intergenic_variant	1	0.7226	3E-9	8.522878745280337	(EA)	0.0239	[0.016-0.032] unit increase	Affymetrix, Illumina, Perlegen [up to 2542447] (imputed)	N
9	rs7543550	1	170372503	rs10919388	2017-08-10	28443625	Justice AE	2017-04-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28443625	Genome-wide meta-analysis of 241,258 adults accounting for smoking behaviour identifies novel loci for obesity traits.	Waist-to-hip ratio adjusted for BMI (adjusted for smoking behaviour)	95,362 European ancestry women, 62,085 European ancestry men, 5,829 European ancestry individuals, 10,500 African American/Afro-Caribbean ancestry women, 2,706 African American/Afro-Caribbean ancestry men, 1,030 Indian Asian ancestry women, 7,648 Indian Asian ancestry men, 1,793 Filipino ancestry women, 2,944 Hispanic/Latino ancestry women, 1,764 Hispanic/Latino ancestry men	21,496 European ancestry women, 24,385 European ancestry men, 118,364 European ancestry individuals, 2,326 African American/Afro-Caribbean ancestry women, 855 African American/Afro-Caribbean ancestry men	1q24.2	GORAB	HAUS4P1 - LOC101928650	100129402	101928650		32965	57955	rs10919388-A	rs10919388	0	10919388	intergenic_variant	1	0.28	2E-7	6.698970004336019	(women)	0.0293	[0.018-0.04] unit decrease	Affymetrix, Illumina, Perlegen [up to 2800000] (imputed)	N
9	rs7543550	1	170372503	rs10919388	2017-08-10	28443625	Justice AE	2017-04-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28443625	Genome-wide meta-analysis of 241,258 adults accounting for smoking behaviour identifies novel loci for obesity traits.	Waist-to-hip ratio adjusted for BMI (adjusted for smoking behaviour)	95,362 European ancestry women, 62,085 European ancestry men, 5,829 European ancestry individuals, 10,500 African American/Afro-Caribbean ancestry women, 2,706 African American/Afro-Caribbean ancestry men, 1,030 Indian Asian ancestry women, 7,648 Indian Asian ancestry men, 1,793 Filipino ancestry women, 2,944 Hispanic/Latino ancestry women, 1,764 Hispanic/Latino ancestry men	21,496 European ancestry women, 24,385 European ancestry men, 118,364 European ancestry individuals, 2,326 African American/Afro-Caribbean ancestry women, 855 African American/Afro-Caribbean ancestry men	1q24.2	GORAB	HAUS4P1 - LOC101928650	100129402	101928650		32965	57955	rs10919388-A	rs10919388	0	10919388	intergenic_variant	1	0.28	8E-8	7.096910013008056		0.022	[0.014-0.03] unit decrease	Affymetrix, Illumina, Perlegen [up to 2800000] (imputed)	N
9	rs7543550	1	170372503	rs10919388	2017-08-10	28443625	Justice AE	2017-04-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28443625	Genome-wide meta-analysis of 241,258 adults accounting for smoking behaviour identifies novel loci for obesity traits.	Waist-to-hip ratio adjusted for BMI (joint analysis main effects and smoking interaction)	95,362 European ancestry women, 62,085 European ancestry men, 5,829 European ancestry individuals, 10,500 African American/Afro-Caribbean ancestry women, 2,706 African American/Afro-Caribbean ancestry men, 1,030 Indian Asian ancestry women, 7,648 Indian Asian ancestry men, 1,793 Filipino ancestry women, 2,944 Hispanic/Latino ancestry women, 1,764 Hispanic/Latino ancestry men	21,496 European ancestry women, 24,385 European ancestry men, 118,364 European ancestry individuals, 2,326 African American/Afro-Caribbean ancestry women, 855 African American/Afro-Caribbean ancestry men	1q24.2	GORAB	HAUS4P1 - LOC101928650	100129402	101928650		32965	57955	rs10919388-A	rs10919388	0	10919388	intergenic_variant	1	0.28	2E-6	5.698970004336019				Affymetrix, Illumina, Perlegen [up to 2800000] (imputed)	N
9	rs7543550	1	170372503	rs10919388	2017-08-10	28443625	Justice AE	2017-04-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28443625	Genome-wide meta-analysis of 241,258 adults accounting for smoking behaviour identifies novel loci for obesity traits.	Waist-to-hip ratio adjusted for BMI (joint analysis main effects and smoking interaction)	95,362 European ancestry women, 62,085 European ancestry men, 5,829 European ancestry individuals, 10,500 African American/Afro-Caribbean ancestry women, 2,706 African American/Afro-Caribbean ancestry men, 1,030 Indian Asian ancestry women, 7,648 Indian Asian ancestry men, 1,793 Filipino ancestry women, 2,944 Hispanic/Latino ancestry women, 1,764 Hispanic/Latino ancestry men	21,496 European ancestry women, 24,385 European ancestry men, 118,364 European ancestry individuals, 2,326 African American/Afro-Caribbean ancestry women, 855 African American/Afro-Caribbean ancestry men	1q24.2	GORAB	HAUS4P1 - LOC101928650	100129402	101928650		32965	57955	rs10919388-A	rs10919388	0	10919388	intergenic_variant	1	0.28	7E-6	5.154901959985743	(women)			Affymetrix, Illumina, Perlegen [up to 2800000] (imputed)	N
9	rs7543550	1	170372503	rs10919388	2017-08-10	28443625	Justice AE	2017-04-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28443625	Genome-wide meta-analysis of 241,258 adults accounting for smoking behaviour identifies novel loci for obesity traits.	Waist-to-hip ratio adjusted for BMI in non-smokers	75,379 European ancestry women, 45,811 European ancestry men, 4,856 European ancestry individuals, 8,799 African American/Afro-Caribbean ancestry women, 1,803 African American/Afro-Caribbean ancestry men, 1,020 Indian Asian ancestry women, 6,691 Indian Asian ancestry men, 1,526 Filipino ancestry women, 2,469 Hispanic/Latino ancestry women, 1,318 Hispanic/Latino ancestry men	16,011 European ancestry women, 17,912 European ancestry men, 105,218 European ancestry individuals, 2,073 African American/Afro-Caribbean ancestry women, 647 African American/Afro-Caribbean ancestry men	1q24.2	GORAB	HAUS4P1 - LOC101928650	100129402	101928650		32965	57955	rs10919388-A	rs10919388	0	10919388	intergenic_variant	1	0.28	3E-6	5.522878745280337		0.0225	[0.013-0.032] unit decrease	Affymetrix, Illumina, Perlegen [up to 2800000] (imputed)	N
9	rs7543550	1	170372503	rs10919388	2017-08-10	28443625	Justice AE	2017-04-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28443625	Genome-wide meta-analysis of 241,258 adults accounting for smoking behaviour identifies novel loci for obesity traits.	Waist-to-hip ratio adjusted for BMI in non-smokers	75,379 European ancestry women, 45,811 European ancestry men, 4,856 European ancestry individuals, 8,799 African American/Afro-Caribbean ancestry women, 1,803 African American/Afro-Caribbean ancestry men, 1,020 Indian Asian ancestry women, 6,691 Indian Asian ancestry men, 1,526 Filipino ancestry women, 2,469 Hispanic/Latino ancestry women, 1,318 Hispanic/Latino ancestry men	16,011 European ancestry women, 17,912 European ancestry men, 105,218 European ancestry individuals, 2,073 African American/Afro-Caribbean ancestry women, 647 African American/Afro-Caribbean ancestry men	1q24.2	GORAB	HAUS4P1 - LOC101928650	100129402	101928650		32965	57955	rs10919388-A	rs10919388	0	10919388	intergenic_variant	1	0.28	5E-6	5.301029995663981	(women)	0.0294	[0.017-0.042] unit decrease	Affymetrix, Illumina, Perlegen [up to 2800000] (imputed)	N
9	rs7543550	1	170372503	rs10919388	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction)	2,518 African American women, 83,707 European ancestry women, 1,773 Filipino ancestry women, 1,030 Indian ancestry women, 1,457 African American men, 52,993 European ancestry men, 7,648 Indian ancestry men, 5,527 European ancestry individuals	6,244 African American women, 17,531 European ancestry women, 329 African American men, 19,956 European ancestry men	1q24.2	GORAB	HAUS4P1 - LOC101928650	100129402	101928650		32965	57955	rs10919388-?	rs10919388	0	10919388	intergenic_variant	1	0.7242	4E-9	8.397940008672037	(EA)			Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
9	rs7543550	1	170372503	rs10919388	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction)	2,518 African American women, 83,707 European ancestry women, 1,773 Filipino ancestry women, 1,030 Indian ancestry women, 1,457 African American men, 52,993 European ancestry men, 7,648 Indian ancestry men, 5,527 European ancestry individuals	6,244 African American women, 17,531 European ancestry women, 329 African American men, 19,956 European ancestry men	1q24.2	GORAB	HAUS4P1 - LOC101928650	100129402	101928650		32965	57955	rs10919388-?	rs10919388	0	10919388	intergenic_variant	1	0.7242	9E-12	11.045757490560675	(EA, women)			Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
9	rs7543550	1	170372503	rs10919388	2017-08-22	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Waist-to-hip ratio adjusted for BMI in active individuals	1,957 African American women, 1,421 Filipino ancestry women, 305 Indian ancestry women, 65,539 European ancestry women, 1,206 African American men, 2,029 Indian ancestry men, 41,673 European ancestry men, 4,819 European ancestry individuals	4,807 African American women, 12,347 European ancestry women, 265 African American men, 14,540 European ancestry men	1q24.2	GORAB	HAUS4P1 - LOC101928650	100129402	101928650		32965	57955	rs10919388-C	rs10919388	0	10919388	intergenic_variant	1	0.7235	9E-8	7.045757490560675	(EA, women)	0.0344	[0.022-0.047] unit increase	Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
9	rs7543550	1	170372503	rs10919388	2017-08-22	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Waist-to-hip ratio adjusted for BMI in active individuals	1,957 African American women, 1,421 Filipino ancestry women, 305 Indian ancestry women, 65,539 European ancestry women, 1,206 African American men, 2,029 Indian ancestry men, 41,673 European ancestry men, 4,819 European ancestry individuals	4,807 African American women, 12,347 European ancestry women, 265 African American men, 14,540 European ancestry men	1q24.2	GORAB	HAUS4P1 - LOC101928650	100129402	101928650		32965	57955	rs10919388-C	rs10919388	0	10919388	intergenic_variant	1	0.7242	2E-8	7.698970004336019	(EA)	0.0281	[0.018-0.038] unit increase	Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
9	rs7543550	1	170372503	rs10919388	2017-08-22	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Waist-to-hip ratio adjusted for BMI in inactive individuals	561 African American women, 352 Filipino ancestry women, 725 Indian ancestry women, 18,865 European ancestry women, 251 African American men, 4,654 Indian ancestry men, 11,309 European ancestry men, 959 European ancestry individuals	1,437 African American women, 5,184 European ancestry women, 64 African American men, 5,416 European ancestry men	1q24.2	GORAB	HAUS4P1 - LOC101928650	100129402	101928650		32965	57955	rs10919388-C	rs10919388	0	10919388	intergenic_variant	1	0.7258	3E-6	5.522878745280337	(EA, women)	0.0582	[0.034-0.083] unit increase	Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
9	rs7543550	1	170372503	rs10919388	2017-08-22	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Waist-to-hip ratio adjusted for body mass index	2,518 African American women, 83,707 European ancestry women, 1,773 Filipino ancestry women, 1,030 Indian ancestry women, 1,457 African American men, 52,993 European ancestry men, 7,648 Indian ancestry men, 5,527 European ancestry individuals	6,244 African American women, 17,531 European ancestry women, 329 African American men, 19,956 European ancestry men	1q24.2	GORAB	HAUS4P1 - LOC101928650	100129402	101928650		32965	57955	rs10919388-C	rs10919388	0	10919388	intergenic_variant	1	0.7242	4E-10	9.397940008672037	(EA)	0.028	[0.019-0.037] unit increase	Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
9	rs7543550	1	170372503	rs10919388	2017-08-22	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Waist-to-hip ratio adjusted for body mass index	2,518 African American women, 83,707 European ancestry women, 1,773 Filipino ancestry women, 1,030 Indian ancestry women, 1,457 African American men, 52,993 European ancestry men, 7,648 Indian ancestry men, 5,527 European ancestry individuals	6,244 African American women, 17,531 European ancestry women, 329 African American men, 19,956 European ancestry men	1q24.2	GORAB	HAUS4P1 - LOC101928650	100129402	101928650		32965	57955	rs10919388-C	rs10919388	0	10919388	intergenic_variant	1	0.7242	5E-12	11.301029995663981	(EA, women)	0.0395	[0.028-0.051] unit increase	Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
9	rs7543550	1	170501456	rs11578119	2018-01-12	29146897	Pirastu N	2017-11-17	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29146897	GWAS for male-pattern baldness identifies 71 susceptibility loci explaining 38% of the risk.	Male-pattern baldness	25,662 British ancestry cases, 17,928 British ancestry controls	13,367 European ancestry cases, 11,851 European ancestry controls, 3,436 cases, 2,435 controls	1q24.2	PRRX1	LOC101928650, GORAB			101928650, 92344			rs11578119-C	rs11578119	0	11578119	intron_variant	0	NR	3E-20	19.522878745280337		0.131794	[0.1-0.16] unit increase	Affymetrix [27512692] (imputed)	N
10	rs2861813	1	176792249	rs1325598	2012-10-24	20881960	Lango Allen H	2010-09-29	Nature	www.ncbi.nlm.nih.gov/pubmed/20881960	Hundreds of variants clustered in genomic loci and biological pathways affect human height.	Height	133,653 European ancestry individuals	50,074 European ancestry individuals	1q25.2	PAPPA2	PAPPA2			60676			rs1325598-A	rs1325598	0	1325598	intron_variant	0	0.43	1E-9	9.0		0.022	[NR] unit decrease	Affymetrix, Illumina [2834208] (imputed)	N
10	rs2861813	1	176792249	rs1325598	2015-07-15	25429064	He M	2014-11-26	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/25429064	Meta-analysis of genome-wide association studies of adult height in East Asians identifies 17 novel loci.	Height	36,227 East Asian ancestry individuals	57,699 East Asian ancestry individuals	1q25.2	PAPPA2	PAPPA2			60676			rs1325598-A	rs1325598	0	1325598	intron_variant	0	0.24	5E-11	10.301029995663981		0.044	[0.03-0.058] unit decrease	Affymetrix, Illumina [2704730] (imputed)	N
11	rs61830764	1	211918244	rs11119805	2013-06-06	23362303	Wu JH	2013-01-29	Circ Cardiovasc Genet	www.ncbi.nlm.nih.gov/pubmed/23362303	Genome-wide association study identifies novel loci associated with concentrations of four plasma phospholipid fatty acids in the de novo lipogenesis pathway: results from the Cohorts for Heart and Aging Research in Genomic Epidemiology (CHARGE) consortium.	Stearic acid (18:0) levels	8,961 European ancestry individuals		1q32.3	LPGAT1	LPGAT1			9926			rs11119805-A	rs11119805	0	11119805	3_prime_UTR_variant	0	0.123	3E-9	8.522878745280337		0.168	[0.113-0.223] unit decrease	Affymetrix, Illumina [~ 2500000] (imputed)	N
11	rs61830764	1	212237798	rs10863936	2012-10-24	20881960	Lango Allen H	2010-09-29	Nature	www.ncbi.nlm.nih.gov/pubmed/20881960	Hundreds of variants clustered in genomic loci and biological pathways affect human height.	Height	133,653 European ancestry individuals	50,074 European ancestry individuals	1q32.3	DTL	DTL			51514			rs10863936-A	rs10863936	0	10863936	intron_variant	0	0.53	2E-9	8.698970004336019		0.021	[NR] unit decrease	Affymetrix, Illumina [2834208] (imputed)	N
11	rs61830764	1	212289976	rs61830764	2018-01-15	27680694	Horikoshi M	2016-10-13	Nature	www.ncbi.nlm.nih.gov/pubmed/27680694	Genome-wide associations for birth weight and correlations with adult disease.	Birth weight	133,903 European ancestry individuals, 6,635 African American individuals, 420 Turkish ancestry individuals, 365 Moroccan ancestry individuals, 395 Surinamese ancestry individuals, 840 Chinese ancestry individuals.	9,799 European ancestry individuals, 1,449 Filipino ancestry individuals.	1q32.3	DTL	DTL - LOC101929541	51514	101929541		11628	96368	rs61830764-A	rs61830764	0	61830764	intergenic_variant	1	0.36	5E-8	7.301029995663981		0.0218	[0.014-0.03] unit increase	Affymetrix, Illumina [at least 22434434] (imputed)	N
12	rs3806315	1	214674925	rs17042140	2014-11-13	24722205	Kwak SH	2014-04-17	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/24722205	A genome-wide association study on thyroid function and anti-thyroid peroxidase antibodies in Koreans.	Plasma thyroid-stimulating hormone levels	2,789 Korean ancestry individuals	829 Korean ancestry individuals	1q41	PTPN14	PTPN14			5784			rs17042140-T	rs17042140	0	17042140	intron_variant	0	0.46	4E-6	5.3979400086720375		0.105	[0.060-0.150] uIU/L increase	Affymetrix [1418709] (imputed)	N
12	rs3806315	1	214779427	rs7366282	2017-02-02	27515689	Kerns SL	2016-07-20	EBioMedicine	www.ncbi.nlm.nih.gov/pubmed/27515689	Meta-analysis of Genome Wide Association Studies Identifies Genetic Markers of Late Toxicity Following Radiotherapy for Prostate Cancer.	Response to radiotherapy in prostate cancer (toxicity, urinary frequency)	1,409 European ancestry individuals	NA	1q41	intergenic	ABHD17AP3, CENPF			648359, 1063			rs7366282-C	rs7366282	0	7366282	splice_region_variant	0	0.06	2E-6	5.698970004336019		3.2	[1.98-5.16]	NR [~ 38000000] (imputed)	N
